Date,State,TotalSamples,Negative,Positive
6/25/2020,Odisha,239815,,5962
6/26/2020,Odisha,244588,,6180
6/27/2020,Odisha,249902,,6350
6/28/2020,Odisha,255809,,6614
6/29/2020,Odisha,260428,,6859
6/30/2020,Odisha,265431,,7065
7/1/2020,Odisha,270678,,7316
7/2/2020,Odisha,274672,,7545
7/3/2020,Odisha,281523,,8106
7/4/2020,Odisha,287090,,8601
7/5/2020,Odisha,292407,,9070
7/6/2020,Odisha,297234,,9526
7/7/2020,Odisha,302780,,10097
7/8/2020,Odisha,308698,,10624
7/9/2020,Odisha,314987,,11201
7/10/2020,Odisha,321443,,11956
7/11/2020,Odisha,327288,,12526
7/12/2020,Odisha,334527,,13121
7/13/2020,Odisha,341537,,13737
7/14/2020,Odisha,347226,,14280
7/15/2020,Odisha,353824,,14898
7/16/2020,Odisha,361920,,15392
7/17/2020,Odisha,369738,,16110
7/18/2020,Odisha,377893,,16701
7/19/2020,Odisha,386102,,17437
7/20/2020,Odisha,393602,,18110
7/21/2020,Odisha,401644,,18757
7/22/2020,Odisha,410921,,19835
7/23/2020,Odisha,421931,,21099
7/24/2020,Odisha,433578,,22693
7/25/2020,Odisha,446311,,24013
7/26/2020,Odisha,458120,,25389
7/27/2020,Odisha,467447,,26892
7/28/2020,Odisha,476560,,28107
7/29/2020,Odisha,487310,,29175
7/30/2020,Odisha,500238,,30378
4/18/2020,Puducherry,1207,1159,7
4/19/2020,Puducherry,1245,1214,7
4/20/2020,Puducherry,1272,1232,7
4/21/2020,Puducherry,1319,1272,7
4/22/2020,Puducherry,1473,1354,7
4/23/2020,Puducherry,1548,1513,7
4/24/2020,Puducherry,1704,1657,7
4/25/2020,Puducherry,1864,1793,8
4/26/2020,Puducherry,1977,1902,8
4/27/2020,Puducherry,2014,1942,8
4/28/2020,Puducherry,2156,2099,8
4/29/2020,Puducherry,2228,2150,8
4/30/2020,Puducherry,2353,2292,8
5/1/2020,Puducherry,2698,2583,9
5/2/2020,Puducherry,2990,2902,12
5/3/2020,Puducherry,3155,3097,12
5/4/2020,Puducherry,3281,3220,12
5/5/2020,Puducherry,3560,3444,12
5/6/2020,Puducherry,3641,3554,12
5/7/2020,Puducherry,3866,3766,13
5/8/2020,Puducherry,4111,3866,15
5/9/2020,Puducherry,4266,4028,16
5/10/2020,Puducherry,4364,4273,17
5/11/2020,Puducherry,4486,4416,17
5/13/2020,Puducherry,4919,4832,18
5/14/2020,Puducherry,5112,4963,18
5/15/2020,Puducherry,5312,5162,21
5/16/2020,Puducherry,5484,5320,22
5/17/2020,Puducherry,5619,5501,22
5/18/2020,Puducherry,5754,5709,22
5/19/2020,Puducherry,5829,5762,22
5/20/2020,Puducherry,5960,5889,24
5/21/2020,Puducherry,6106,5995,31
5/22/2020,Puducherry,6233,6143,32
5/23/2020,Puducherry,6349,6254,39
5/24/2020,Puducherry,6536,6444,45
5/25/2020,Puducherry,6606,6537,47
5/26/2020,Puducherry,6677,6593,52
5/27/2020,Puducherry,6808,6711,60
5/28/2020,Puducherry,6917,6286,61
5/29/2020,Puducherry,7043,6910,65
5/30/2020,Puducherry,7164,7004,71
5/31/2020,Puducherry,7255,7116,81
6/1/2020,Puducherry,7354,7198,81
6/2/2020,Puducherry,7444,7339,91
6/3/2020,Puducherry,7576,7447,98
6/4/2020,Puducherry,7794,7647,109
6/5/2020,Puducherry,7963,7791,115
6/6/2020,Puducherry,8118,7968,118
6/7/2020,Puducherry,8274,8112,130
6/8/2020,Puducherry,8472,8293,139
6/9/2020,Puducherry,8752,8548,143
6/10/2020,Puducherry,8954,8712,156
6/11/2020,Puducherry,9250,8979,168
6/12/2020,Puducherry,9658,9351,175
6/13/2020,Puducherry,10008,9636,193
6/14/2020,Puducherry,10321,9872,206
6/15/2020,Puducherry,10486,10231,214
6/16/2020,Puducherry,10929,10511,233
6/17/2020,Puducherry,11356,10920,257
6/18/2020,Puducherry,11679,11230,285
6/19/2020,Puducherry,11992,11486,301
6/20/2020,Puducherry,12409,11866,353
6/21/2020,Puducherry,12781,12233,389
6/22/2020,Puducherry,13037,12526,407
6/23/2020,Puducherry,13435,12835,426
6/24/2020,Puducherry,13861,13171,489
6/25/2020,Puducherry,14267,13474,532
6/26/2020,Puducherry,14689,13908,565
6/27/2020,Puducherry,15225,14380,654
6/28/2020,Puducherry,15892,14969,682
6/29/2020,Puducherry,16479,15596,690
6/30/2020,Puducherry,17281,16180,714
7/1/2020,Puducherry,18092,16984,739
7/2/2020,Puducherry,18791,17645,802
7/3/2020,Puducherry,19560,18375,824
7/4/2020,Puducherry,20186,18848,904
7/5/2020,Puducherry,20778,19324,946
7/6/2020,Puducherry,21382,19996,1009
7/7/2020,Puducherry,22055,20480,1041
7/8/2020,Puducherry,22743,21242,1151
7/9/2020,Puducherry,23515,21982,1200
7/10/2020,Puducherry,24485,22819,1272
7/11/2020,Puducherry,25342,23697,1337
7/12/2020,Puducherry,26208,24461,1418
7/13/2020,Puducherry,26592,24863,1468
7/14/2020,Puducherry,27229,25264,1531
7/15/2020,Puducherry,27916,25907,1596
7/16/2020,Puducherry,28995,26781,1743
7/17/2020,Puducherry,29851,27542,1832
7/18/2020,Puducherry,30652,28214,1894
7/19/2020,Puducherry,31420,28975,1999
7/20/2020,Puducherry,31947,29495,2092
7/21/2020,Puducherry,32468,29675,2183
7/22/2020,Puducherry,33096,30260,2300
7/23/2020,Puducherry,33658,30648,2420
7/24/2020,Puducherry,34305,31142,2515
7/25/2020,Puducherry,35080,31894,2654
7/26/2020,Puducherry,35704,32291,2787
7/27/2020,Puducherry,36288,32837,2872
7/28/2020,Puducherry,37162,33369,3011
7/29/2020,Puducherry,37999,33991,3177
7/30/2020,Puducherry,38734,34606,3298
4/2/2020,Punjab,1434,,37
4/8/2020,Punjab,2937,2614,106
4/9/2020,Punjab,3192,2777,130
4/10/2020,Punjab,3461,2972,151
4/11/2020,Punjab,3909,3249,158
4/12/2020,Punjab,4281,3590,170
4/13/2020,Punjab,4480,3858,176
4/14/2020,Punjab,4844,4047,184
4/15/2020,Punjab,5193,4404,186
4/16/2020,Punjab,5524,4727,197
4/17/2020,Punjab,5988,5113,211
4/18/2020,Punjab,6167,5354,234
4/19/2020,Punjab,6607,5949,244
4/20/2020,Punjab,6797,6273,245
4/21/2020,Punjab,7355,6769,251
4/22/2020,Punjab,7887,7100,257
4/23/2020,Punjab,8757,7433,283
4/24/2020,Punjab,10611,8310,298
4/25/2020,Punjab,13270,9392,308
4/26/2020,Punjab,14317,10497,322
4/27/2020,Punjab,15516,12333,330
4/28/2020,Punjab,17021,13966,342
4/29/2020,Punjab,18670,15690,375
4/30/2020,Punjab,21205,17286,480
5/1/2020,Punjab,23176,18222,585
5/2/2020,Punjab,24868,19316,772
5/3/2020,Punjab,26439,20197,1102
5/4/2020,Punjab,28545,21295,1232
5/5/2020,Punjab,30199,23352,1451
5/6/2020,Punjab,32060,24303,1526
5/7/2020,Punjab,34701,28933,1644
5/8/2020,Punjab,37950,31219,1731
5/9/2020,Punjab,39462,33639,1762
5/10/2020,Punjab,40962,35293,1823
5/11/2020,Punjab,42306,37993,1877
5/12/2020,Punjab,43999,39060,1914
5/13/2020,Punjab,46026,40637,1924
5/14/2020,Punjab,47408,42425,1935
5/15/2020,Punjab,49301,44319,1932
5/16/2020,Punjab,50613,46028,1946
5/17/2020,Punjab,51812,47484,1964
5/18/2020,Punjab,52955,48813,1980
5/19/2020,Punjab,55634,50070,2002
5/20/2020,Punjab,57737,51956,2005
5/21/2020,Punjab,59618,53871,2028
5/22/2020,Punjab,62399,55777,2029
5/23/2020,Punjab,63567,57899,2045
5/24/2020,Punjab,66142,60114,2060
5/25/2020,Punjab,67213,62686,2081
5/26/2020,Punjab,69818,64160,2106
5/27/2020,Punjab,72468,66417,2139
5/28/2020,Punjab,72468,67325,2158
5/29/2020,Punjab,81021,,2197
5/30/2020,Punjab,84497,,2233
5/31/2020,Punjab,87852,,2263
6/1/2020,Punjab,91113,,2301
6/2/2020,Punjab,96329,,2342
6/3/2020,Punjab,101036,,2376
6/4/2020,Punjab,106933,,2415
6/5/2020,Punjab,113542,,2461
6/6/2020,Punjab,115974,,2515
6/7/2020,Punjab,124266,,2608
6/8/2020,Punjab,129821,,2663
6/9/2020,Punjab,136343,,2719
6/10/2020,Punjab,144467,,2805
6/11/2020,Punjab,154498,,2887
6/12/2020,Punjab,165548,,2986
6/13/2020,Punjab,176533,,3063
6/14/2020,Punjab,182225,,3140
6/15/2020,Punjab,188699,,3267
6/16/2020,Punjab,198211,,3371
6/17/2020,Punjab,208408,,3497
6/18/2020,Punjab,219528,,3615
6/19/2020,Punjab,227012,,3832
6/20/2020,Punjab,235700,,3952
6/21/2020,Punjab,240803,,4074
6/22/2020,Punjab,246760,,4235
6/23/2020,Punjab,255380,,4397
6/24/2020,Punjab,260857,,4627
6/25/2020,Punjab,269037,,4769
6/26/2020,Punjab,276919,,4957
6/27/2020,Punjab,284431,,5056
6/28/2020,Punjab,289923,,5216
6/29/2020,Punjab,294448,,5418
6/30/2020,Punjab,301830,,5568
7/1/2020,Punjab,308998,,5668
7/2/2020,Punjab,317802,,5784
7/3/2020,Punjab,324054,,5937
7/4/2020,Punjab,331585,,6109
7/5/2020,Punjab,337789,,6283
7/6/2020,Punjab,342524,,6491
7/7/2020,Punjab,352363,,6749
7/8/2020,Punjab,360189,,6907
7/9/2020,Punjab,369425,,7140
7/10/2020,Punjab,378045,,7357
7/11/2020,Punjab,388494,,7587
7/12/2020,Punjab,395185,,7821
7/13/2020,Punjab,400944,,8178
7/14/2020,Punjab,409643,,8511
7/15/2020,Punjab,421593,,8799
7/16/2020,Punjab,429832,,9094
7/17/2020,Punjab,438793,,9442
7/18/2020,Punjab,450732,,9792
7/19/2020,Punjab,459900,,10100
7/20/2020,Punjab,466057,,10510
7/21/2020,Punjab,478421,,10889
7/22/2020,Punjab,489836,,11301
7/23/2020,Punjab,500562,,11739
7/24/2020,Punjab,509267,,12216
7/25/2020,Punjab,521906,,12684
7/26/2020,Punjab,531336,,13218
7/27/2020,Punjab,539371,,13769
7/28/2020,Punjab,550267,,14378
7/29/2020,Punjab,561121,,14946
4/5/2020,Rajasthan,12279,11439,260
4/7/2020,Rajasthan,17638,16401,363
4/8/2020,Rajasthan,17638,16401,363
4/9/2020,Rajasthan,19107,17851,463
4/10/2020,Rajasthan,22349,20698,561
4/11/2020,Rajasthan,24857,22583,678
4/12/2020,Rajasthan,28505,25105,796
4/13/2020,Rajasthan,31804,28657,847
4/14/2020,Rajasthan,34928,29376,1005
4/15/2020,Rajasthan,37860,31902,1076
4/16/2020,Rajasthan,40778,33739,1101
4/17/2020,Rajasthan,42847,36153,1229
4/18/2020,Rajasthan,47197,39092,1282
4/19/2020,Rajasthan,51614,43537,1478
4/20/2020,Rajasthan,57290,47657,1576
4/21/2020,Rajasthan,61492,54100,1735
4/22/2020,Rajasthan,66257,58552,1888
4/23/2020,Rajasthan,69764,63485,1964
4/24/2020,Rajasthan,74484,68133,2034
4/25/2020,Rajasthan,78993,71806,2083
4/26/2020,Rajasthan,82942,75670,2185
4/27/2020,Rajasthan,87777,80830,2262
4/28/2020,Rajasthan,92506,85834,2364
4/29/2020,Rajasthan,97790,90108,2438
4/30/2020,Rajasthan,103704,,2584
5/1/2020,Rajasthan,108543,100277,2666
5/2/2020,Rajasthan,113934,104705,2720
5/3/2020,Rajasthan,120240,112345,2886
5/4/2020,Rajasthan,129258,122513,3061
5/5/2020,Rajasthan,134987,128297,3158
5/6/2020,Rajasthan,139580,134172,3317
5/7/2020,Rajasthan,145510,139830,3427
5/8/2020,Rajasthan,152245,146198,3579
5/9/2020,Rajasthan,159157,152296,3708
5/10/2020,Rajasthan,166424,158830,3814
5/11/2020,Rajasthan,176130,168546,3988
5/12/2020,Rajasthan,185610,,4126
5/13/2020,Rajasthan,194683,186125,4328
5/14/2020,Rajasthan,204243,197269,4534
5/15/2020,Rajasthan,212317,203770,4747
5/16/2020,Rajasthan,221439,213395,4960
5/17/2020,Rajasthan,231946,221764,5202
5/18/2020,Rajasthan,243476,234165,5375
5/19/2020,Rajasthan,254533,244955,5845
5/20/2020,Rajasthan,265555,254128,6015
5/21/2020,Rajasthan,275974,266687,6227
5/22/2020,Rajasthan,287164,277744,6494
5/23/2020,Rajasthan,303935,292384,6657
5/24/2020,Rajasthan,317067,306209,7028
5/25/2020,Rajasthan,327836,318146,7300
5/26/2020,Rajasthan,337159,326368,7536
5/27/2020,Rajasthan,350600,338611,7816
5/28/2020,Rajasthan,365556,351861,8067
5/29/2020,Rajasthan,379315,365925,8365
5/30/2020,Rajasthan,395490,382315,8617
5/31/2020,Rajasthan,409777,396789,8831
6/1/2020,Rajasthan,425184,411965,9100
6/2/2020,Rajasthan,440789,428471,9373
6/3/2020,Rajasthan,454788,440850,9652
6/4/2020,Rajasthan,467129,451826,9862
6/5/2020,Rajasthan,480910,465349,10084
6/6/2020,Rajasthan,494480,478366,10337
6/7/2020,Rajasthan,506784,491233,10599
6/8/2020,Rajasthan,518350,503208,10876
6/9/2020,Rajasthan,530031,515872,11245
6/10/2020,Rajasthan,543312,527864,11600
6/11/2020,Rajasthan,558064,542256,11838
6/12/2020,Rajasthan,571543,556040,12068
6/13/2020,Rajasthan,584954,569314,12401
6/14/2020,Rajasthan,598920,583279,12694
6/15/2020,Rajasthan,609296,594991,12981
6/16/2020,Rajasthan,622334,606279,13216
6/17/2020,Rajasthan,637937,620217,13542
6/18/2020,Rajasthan,654816,636216,13857
6/19/2020,Rajasthan,667643,650510,14156
6/20/2020,Rajasthan,683017,664383,14537
6/21/2020,Rajasthan,699126,680233,14930
6/22/2020,Rajasthan,709592,691507,15232
6/23/2020,Rajasthan,726077,706363,15627
6/24/2020,Rajasthan,740855,721511,16009
6/25/2020,Rajasthan,757137,737395,16296
6/26/2020,Rajasthan,770174,750535,16660
6/27/2020,Rajasthan,784803,764966,16944
6/28/2020,Rajasthan,800214,780247,17271
6/29/2020,Rajasthan,809777,789921,17660
6/30/2020,Rajasthan,824213,803554,18014
7/1/2020,Rajasthan,839370,818485,18312
7/2/2020,Rajasthan,854274,832738,18662
7/3/2020,Rajasthan,869602,846953,19052
7/4/2020,Rajasthan,889355,865371,19532
7/5/2020,Rajasthan,909132,884457,20164
7/6/2020,Rajasthan,920600,896508,20688
7/7/2020,Rajasthan,940758,915326,21404
7/8/2020,Rajasthan,963454,936065,22063
7/9/2020,Rajasthan,987272,960369,22563
7/10/2020,Rajasthan,1009195,981938,23174
7/11/2020,Rajasthan,1032198,1003903,23748
7/12/2020,Rajasthan,1054080,1025295,24392
7/13/2020,Rajasthan,1068283,1039250,24936
7/14/2020,Rajasthan,1096696,1065910,25571
7/15/2020,Rajasthan,1123902,1091930,26437
7/16/2020,Rajasthan,1151952,1119188,27174
7/17/2020,Rajasthan,1175379,1142148,27789
7/18/2020,Rajasthan,1204676,1169662,28500
7/19/2020,Rajasthan,1231760,1195328,29434
7/20/2020,Rajasthan,1244387,1207571,30390
7/21/2020,Rajasthan,1270376,1232900,31373
7/22/2020,Rajasthan,1298218,1259602,32334
7/23/2020,Rajasthan,1325580,1285878,33220
7/24/2020,Rajasthan,1349544,1309112,34178
7/25/2020,Rajasthan,1377850,1335929,35298
7/26/2020,Rajasthan,1403124,1361480,36430
7/27/2020,Rajasthan,1417882,1374679,37564
7/28/2020,Rajasthan,1445240,1402268,38636
7/29/2020,Rajasthan,1473098,1429523,39780
5/4/2020,Sikkim,170,169,
5/5/2020,Sikkim,181,171,0
5/6/2020,Sikkim,189,189,0
5/7/2020,Sikkim,216,207,0
5/8/2020,Sikkim,216,214,0
5/9/2020,Sikkim,219,219,0
5/10/2020,Sikkim,219,219,0
5/11/2020,Sikkim,219,219,0
5/12/2020,Sikkim,348,229,0
5/13/2020,Sikkim,439,268,0
5/14/2020,Sikkim,579,292,0
5/15/2020,Sikkim,348,229,0
5/16/2020,Sikkim,840,424,0
5/17/2020,Sikkim,947,449,0
5/18/2020,Sikkim,1087,536,0
5/19/2020,Sikkim,1204,827,0
5/20/2020,Sikkim,1342,955,0
5/22/2020,Sikkim,1637,1347,0
5/23/2020,Sikkim,1707,1398,0
5/24/2020,Sikkim,1855,1471,1
5/25/2020,Sikkim,2103,1508,1
5/26/2020,Sikkim,2255,1508,1
5/27/2020,Sikkim,2417,1665,1
5/28/2020,Sikkim,2626,1801,1
5/29/2020,Sikkim,2759,1880,1
5/30/2020,Sikkim,2829,2015,1
5/31/2020,Sikkim,2925,2173,1
6/1/2020,Sikkim,3525,2601,1
6/2/2020,Sikkim,3788,2857,1
6/3/2020,Sikkim,4102,3062,2
6/4/2020,Sikkim,4358,3894,2
6/5/2020,Sikkim,4761,4143,3
6/6/2020,Sikkim,5005,4273,3
6/8/2020,Sikkim,5547,4953,6
6/9/2020,Sikkim,5815,5508,12
6/10/2020,Sikkim,6161,5850,12
6/11/2020,Sikkim,6692,6063,12
6/12/2020,Sikkim,5157,4830,26
6/13/2020,Sikkim,5377,5029,62
6/14/2020,Sikkim,5664,5177,67
6/15/2020,Sikkim,5762,5521,68
6/16/2020,Sikkim,6192,5715,68
6/17/2020,Sikkim,6349,6004,70
6/19/2020,Sikkim,6882,6500,70
6/20/2020,Sikkim,7183,6932,70
6/21/2020,Sikkim,9354,8803,70
6/22/2020,Sikkim,9449,,78
6/23/2020,Sikkim,9594,,79
6/24/2020,Sikkim,9849,,83
6/25/2020,Sikkim,10025,,85
6/26/2020,Sikkim,10212,,86
6/27/2020,Sikkim,10219,,87
6/28/2020,Sikkim,10364,,88
6/29/2020,Sikkim,10440,,88
6/30/2020,Sikkim,10535,,88
7/1/2020,Sikkim,10723,,88
7/2/2020,Sikkim,10900,,88
7/3/2020,Sikkim,11072,,101
7/4/2020,Sikkim,11242,,103
7/5/2020,Sikkim,11387,,125
7/6/2020,Sikkim,11407,,125
7/7/2020,Sikkim,11581,,125
7/8/2020,Sikkim,11820,,129
7/9/2020,Sikkim,12012,,130
7/10/2020,Sikkim,12119,,130
7/11/2020,Sikkim,12246,,156
7/12/2020,Sikkim,12531,,160
7/13/2020,Sikkim,12636,10636,162
7/14/2020,Sikkim,12939,,211
7/15/2020,Sikkim,13352,11355,
7/16/2020,Sikkim,13762,11751,235
7/17/2020,Sikkim,14373,12322,254
7/18/2020,Sikkim,15139,13051,273
7/19/2020,Sikkim,15957,13857,283
7/20/2020,Sikkim,16906,14787,305
7/21/2020,Sikkim,17564,15418,330
7/22/2020,Sikkim,19484,17218,438
7/23/2020,Sikkim,20050,18267,460
7/24/2020,Sikkim,20785,18748,477
7/25/2020,Sikkim,21272,,512
7/27/2020,Sikkim,22410,,545
7/28/2020,Sikkim,22993,20465,579
7/29/2020,Sikkim,23637,,
4/3/2020,Tamil Nadu,3684,2789,411
4/8/2020,Tamil Nadu,5305,4414,690
4/9/2020,Tamil Nadu,7267,5824,834
4/10/2020,Tamil Nadu,8410,6838,911
4/11/2020,Tamil Nadu,9842,7779,969
4/12/2020,Tamil Nadu,10655,,1075
4/13/2020,Tamil Nadu,12746,,1173
4/14/2020,Tamil Nadu,19255,13234,1204
4/15/2020,Tamil Nadu,21994,15210,1242
4/16/2020,Tamil Nadu,26005,18743,1267
4/17/2020,Tamil Nadu,29673,21628,1323
4/18/2020,Tamil Nadu,35036,27192,1372
4/19/2020,Tamil Nadu,40876,31853,1477
4/20/2020,Tamil Nadu,46985,38082,1520
4/21/2020,Tamil Nadu,53045,43582,1596
4/22/2020,Tamil Nadu,59023,49506,1629
4/23/2020,Tamil Nadu,65977,56836,1683
4/24/2020,Tamil Nadu,72403,62596,1755
4/25/2020,Tamil Nadu,80110,69390,1821
4/26/2020,Tamil Nadu,87605,77133,1885
4/27/2020,Tamil Nadu,94781,83021,1937
4/28/2020,Tamil Nadu,101874,97908,2058
4/29/2020,Tamil Nadu,109961,105864,2162
4/30/2020,Tamil Nadu,119748,115761,2323
5/1/2020,Tamil Nadu,129363,124852,2526
5/2/2020,Tamil Nadu,139490,135698,2757
5/3/2020,Tamil Nadu,150107,145520,3023
5/4/2020,Tamil Nadu,162970,158558,3550
5/5/2020,Tamil Nadu,174828,170174,4058
5/6/2020,Tamil Nadu,188241,182541,4829
5/7/2020,Tamil Nadu,202436,195831,5409
5/8/2020,Tamil Nadu,216416,209495,6009
5/9/2020,Tamil Nadu,229670,222576,6535
5/10/2020,Tamil Nadu,243037,235157,7204
5/11/2020,Tamil Nadu,254899,245562,8002
5/12/2020,Tamil Nadu,266687,256720,8718
5/13/2020,Tamil Nadu,279467,269758,9227
5/14/2020,Tamil Nadu,291432,281001,9674
5/15/2020,Tamil Nadu,303104,292045,10108
5/16/2020,Tamil Nadu,313639,302523,10585
5/17/2020,Tamil Nadu,326720,315019,11224
5/18/2020,Tamil Nadu,337841,325546,11760
5/19/2020,Tamil Nadu,348174,334839,12448
5/20/2020,Tamil Nadu,360068,346311,13191
5/21/2020,Tamil Nadu,372532,357898,13967
5/22/2020,Tamil Nadu,385185,369929,14735
5/23/2020,Tamil Nadu,397340,381216,15512
5/24/2020,Tamil Nadu,409615,392690,16277
5/25/2020,Tamil Nadu,421450,403762,17082
5/26/2020,Tamil Nadu,431739,413455,17728
5/27/2020,Tamil Nadu,442970,423775,18545
5/28/2020,Tamil Nadu,455216,435279,19372
5/29/2020,Tamil Nadu,466550,445668,20246
5/30/2020,Tamil Nadu,479155,457405,21184
5/31/2020,Tamil Nadu,491962,468940,22333
6/1/2020,Tamil Nadu,503339,479208,23495
6/2/2020,Tamil Nadu,514433,489258,24586
6/3/2020,Tamil Nadu,528534,502173,25872
6/4/2020,Tamil Nadu,544981,517137,27256
6/5/2020,Tamil Nadu,560673,535254,28694
6/6/2020,Tamil Nadu,576695,545896,30152
6/7/2020,Tamil Nadu,592970,560890,31667
6/8/2020,Tamil Nadu,607952,574209,33229
6/9/2020,Tamil Nadu,621171,585678,34914
6/10/2020,Tamil Nadu,638846,601363,36841
6/11/2020,Tamil Nadu,655675,616395,38716
6/12/2020,Tamil Nadu,673906,632656,40698
6/13/2020,Tamil Nadu,691817,648545,42687
6/14/2020,Tamil Nadu,710599,665401,44661
6/15/2020,Tamil Nadu,729002,681961,46504
6/16/2020,Tamil Nadu,748244,699645,48019
6/17/2020,Tamil Nadu,773707,722830,50193
6/18/2020,Tamil Nadu,800443,747428,52334
6/19/2020,Tamil Nadu,827980,772937,54449
6/20/2020,Tamil Nadu,861211,803824,56845
6/21/2020,Tamil Nadu,892612,832720,59377
6/22/2020,Tamil Nadu,919204,856475,62087
6/23/2020,Tamil Nadu,944352,879176,64603
6/24/2020,Tamil Nadu,976431,908292,67468
6/25/2020,Tamil Nadu,1008974,937412,70977
6/26/2020,Tamil Nadu,1042649,967356,74622
6/27/2020,Tamil Nadu,1077454,998543,78335
6/28/2020,Tamil Nadu,1110402,1028127,82275
6/29/2020,Tamil Nadu,1140441,1054217,86224
6/30/2020,Tamil Nadu,1170683,1080516,90167
7/1/2020,Tamil Nadu,1202204,,94049
7/2/2020,Tamil Nadu,1235692,,98392
7/3/2020,Tamil Nadu,1270720,,102721
7/4/2020,Tamil Nadu,1306884,,107001
7/5/2020,Tamil Nadu,1341715,,111151
7/6/2020,Tamil Nadu,1376497,,114978
7/7/2020,Tamil Nadu,1413435,,118594
7/8/2020,Tamil Nadu,1449414,,122350
7/9/2020,Tamil Nadu,1491783,,126581
7/10/2020,Tamil Nadu,1529092,,130261
7/11/2020,Tamil Nadu,1566917,,134226
7/12/2020,Tamil Nadu,1609448,,138470
7/13/2020,Tamil Nadu,1654008,,142798
7/14/2020,Tamil Nadu,1695365,,147324
7/15/2020,Tamil Nadu,1736747,,151820
7/16/2020,Tamil Nadu,1782635,,156369
7/17/2020,Tamil Nadu,1831304,,160907
7/18/2020,Tamil Nadu,1879499,,165714
7/19/2020,Tamil Nadu,1932492,,170693
7/20/2020,Tamil Nadu,1984579,,175678
7/21/2020,Tamil Nadu,2035645,,180643
7/22/2020,Tamil Nadu,2095757,,186492
7/23/2020,Tamil Nadu,2157869,,192964
7/24/2020,Tamil Nadu,2223019,,199749
7/25/2020,Tamil Nadu,2287334,,206737
7/26/2020,Tamil Nadu,2351463,,213723
7/27/2020,Tamil Nadu,2414713,,220716
7/28/2020,Tamil Nadu,2475866,,227688
7/29/2020,Tamil Nadu,2536660,,234114
7/30/2020,Tamil Nadu,2597862,,239978
4/19/2020,Telangana,14962,14104,858
4/28/2020,Telangana,19063,,1009
4/29/2020,Telangana,19278,,1016
5/16/2020,Telangana,23388,,1551
6/16/2020,Telangana,44431,39025,5406
6/17/2020,Telangana,45911,40236,5675
6/19/2020,Telangana,50569,44043,6526
6/20/2020,Telangana,53757,46685,7072
6/21/2020,Telangana,57054,49252,7802
6/22/2020,Telangana,60243,51569,8674
6/23/2020,Telangana,63249,53696,9553
6/24/2020,Telangana,67318,56874,10444
6/25/2020,Telangana,70934,59570,11364
6/26/2020,Telangana,75308,62959,12349
6/27/2020,Telangana,79231,65795,13436
6/28/2020,Telangana,82458,68039,14419
6/29/2020,Telangana,85106,69712,15394
6/30/2020,Telangana,88563,72224,16339
7/1/2020,Telangana,92797,75440,17357
7/2/2020,Telangana,98153,79583,18570
7/3/2020,Telangana,104118,83656,20462
7/4/2020,Telangana,110545,83656,22312
7/5/2020,Telangana,115835,91933,23902
7/6/2020,Telangana,122218,96485,25733
7/7/2020,Telangana,128438,100826,27612
7/8/2020,Telangana,134801,105265,29536
7/9/2020,Telangana,140755,109809,30946
7/10/2020,Telangana,151109,118885,32224
7/11/2020,Telangana,162171,128769,33402
7/12/2020,Telangana,170324,135653,34671
7/13/2020,Telangana,181849,145628,36221
7/14/2020,Telangana,195024,157279,37745
7/15/2020,Telangana,208666,169324,39342
7/16/2020,Telangana,222693,,41018
7/17/2020,Telangana,237817,,42496
7/18/2020,Telangana,252700,,43780
7/19/2020,Telangana,265219,,45076
7/20/2020,Telangana,276222,,46274
7/21/2020,Telangana,293077,,47705
7/22/2020,Telangana,308959,,49259
7/23/2020,Telangana,322326,,50826
7/24/2020,Telangana,337771,,52466
7/25/2020,Telangana,353425,,54059
7/27/2020,Telangana,363242,,55532
7/28/2020,Telangana,379081,,57142
7/29/2020,Telangana,397939,,58906
7/30/2020,Telangana,416202,,60717
4/11/2020,Tripura,337,335,2
4/15/2020,Tripura,738,,2
4/16/2020,Tripura,762,760,2
4/21/2020,Tripura,2604,2602,2
4/22/2020,Tripura,3215,3123,2
5/1/2020,Tripura,4828,4825,3
5/2/2020,Tripura,4955,4950,5
5/3/2020,Tripura,5162,5157,5
5/4/2020,Tripura,5394,5377,17
5/5/2020,Tripura,5850,5820,30
5/6/2020,Tripura,6228,6185,43
5/7/2020,Tripura,6917,6828,89
5/8/2020,Tripura,7448,7359,89
5/9/2020,Tripura,8340,8221,119
5/10/2020,Tripura,9091,8955,136
5/11/2020,Tripura,9596,9442,154
5/12/2020,Tripura,10344,10189,155
5/13/2020,Tripura,11146,10991,155
5/14/2020,Tripura,11804,11648,156
5/15/2020,Tripura,12561,12405,156
5/16/2020,Tripura,13178,13011,167
5/17/2020,Tripura,13750,13583,167
5/18/2020,Tripura,14286,14119,167
5/19/2020,Tripura,15083,14914,169
5/20/2020,Tripura,15822,15694,173
5/21/2020,Tripura,16873,16610,173
5/22/2020,Tripura,17721,17546,175
5/23/2020,Tripura,18737,18546,191
5/24/2020,Tripura,19278,19537,191
5/25/2020,Tripura,20871,20637,198
5/26/2020,Tripura,22049,21840,209
5/27/2020,Tripura,23264,23032,232
5/28/2020,Tripura,24126,23884,242
5/29/2020,Tripura,25403,25159,244
5/30/2020,Tripura,26376,26105,271
5/31/2020,Tripura,27475,27159,316
6/1/2020,Tripura,28360,27937,423
